"hotel","fecha_ocupacion","numero_de_habitaciones","venta_por_alojamiento","numero_de_habitaciones_reservas","venta_por_alojamiento_reservas","dif_ocup","dif_ingresos","dif_ocup_porc","dif_ingresos_porc","flag_anomalia"
"SLA","4/11/2018","42","10894","39","11248","-3","354","-0.071428571","0.03249495134936663","0"
"SLA","5/11/2018","34","9276","32","9423","-2","147","-0.058823529","0.015847347994825355","0"
"SLA","6/11/2018","53","14163","50","208248","-3","194085","-0.056603773","13.703664477864859","0"
"SLA","7/11/2018","50","13330","49","102825","-1","89495","-0.02","6.713803450862716","0"
"SLA","8/11/2018","59","17511","57","17042","-2","-469","-0.033898305","-0.026783164867797384","0"
"SLA","9/11/2018","54","14182","53","15252","-1","1070","-0.018518518","0.0754477506698632","0"
"SLA","10/11/2018","50","14810","48","15377","-2","567","-0.04","0.038284942606347065","0"
"SLA","11/11/2018","46","13319","44","14040","-2","721","-0.04347826","0.054133193182671374","0"
"SLA","12/11/2018","46","13141","43","13399","-3","258","-0.065217391","0.019633209040407884","0"
"SLA","13/11/2018","59","16795","53","197523","-6","180728","-0.101694915","10.760821673116999","1"
"SLA","14/11/2018","62","17429","56","67551","-6","50122","-0.096774193","2.8757817430718915","0"
"SLA","15/11/2018","61","16824","53","16278","-8","-546","-0.13114754","-0.03245363766048502","1"
"SLA","16/11/2018","60","14445","58","18833","-2","4388","-0.033333333","0.303772931810315","0"
"SLA","17/11/2018","62","17214","61","18624","-1","1410","-0.016129032","0.08191007319623562","0"
"SLA","18/11/2018","58","15937","56","16874","-2","937","-0.034482758","0.058794001380435466","0"
"SLA","19/11/2018","49","11702","48","132581","-1","120879","-0.020408163","10.329772688429328","0"
"SLA","20/11/2018","49","12835","49","132951","0","120116","0","9.358472925594079","0"
"SLA","21/11/2018","33","8672","33","99102","0","90430","0","10.427813653136532","0"
"SLA","22/11/2018","33","8781","32","10115","-1","1334","-0.03030303","0.15191891584102038","0"
"SLA","23/11/2018","62","17932","54","17132","-8","-800","-0.129032258","-0.04461298237787196","1"
"SLA","24/11/2018","61","17517","51","15621","-10","-1896","-0.163934426","-0.10823771193697551","1"
"SLA","25/11/2018","42","11028","40","12162","-2","1134","-0.047619047","0.10282916213275299","0"
"SLA","26/11/2018","45","13583","43","14173","-2","590","-0.044444444","0.04343664875211661","0"
"SLA","27/11/2018","61","18595","61","19211","0","616","0","0.03312718472707717","0"
"SLA","28/11/2018","53","16009","53","122300","0","106291","0","6.639452807795615","0"
"SLA","29/11/2018","61","17899","60","427662","-1","409763","-0.016393442","22.893066651768255","0"
"SLA","30/11/2018","52","15395","52","391058","0","375663","0","24.40162390386489","0"
"SLA","1/12/2018","49","14293","49","576559","0","562266","0","39.338557335758765","0"
"SLA","2/12/2018","43","13658","43","14996","0","1338","0","0.09796456289354225","0"
"SLA","3/12/2018","37","11289","37","12183","0","894","0","0.07919213393568961","0"
"SLA","4/12/2018","40","11392","36","164813","-4","153421","-0.1","13.467433286516854","1"
"SLA","5/12/2018","36","9989","32","109502","-4","99513","-0.111111111","9.962258484332766","1"
"SLA","6/12/2018","44","13271","43","223575","-1","210304","-0.022727272","15.846884183558135","0"
"SLA","7/12/2018","50","14750","50","116119","0","101369","0","6.872474576271187","0"
"SLA","8/12/2018","47","14813","46","366865","-1","352052","-0.021276595","23.76642138661986","0"
"SLA","9/12/2018","55","16647","54","18023","-1","1376","-0.018181818","0.08265753589235297","0"
"SLA","10/12/2018","49","14866","49","15951","0","1085","0","0.07298533566527647","0"
"SLA","11/12/2018","45","12286","45","13329","0","1043","0","0.08489337457268435","0"
"SLA","12/12/2018","38","9726","37","10200","-1","474","-0.026315789","0.048735348550277606","0"
"SLA","13/12/2018","56","16564","54","300347","-2","283783","-0.035714285","17.13251630041053","0"
"SLA","14/12/2018","54","16748","54","306573","0","289825","0","17.305051349414857","0"
"SLA","15/12/2018","61","18169","61","462647","0","444478","0","24.463536793439374","0"
"SLA","16/12/2018","58","17283","58","18729","0","1446","0","0.08366603020308974","0"
"SLA","17/12/2018","45","13872","43","13678","-2","-194","-0.044444444","-0.013985005767012688","0"
"SLA","18/12/2018","37","9824","37","11174","0","1350","0","0.1374185667752443","0"
"SLA","19/12/2018","48","14023","48","15160","0","1137","0","0.08108108108108109","0"
"SLA","20/12/2018","51","14077","50","15331","-1","1254","-0.019607843","0.08908148042906869","0"
"SLA","21/12/2018","62","16222","60","19970","-2","3748","-0.032258064","0.23104426088028604","0"
"SLA","22/12/2018","62","18191","52","505700","-10","487509","-0.161290322","26.79946127205761","1"
"SLA","23/12/2018","57","17384","54","17740","-3","356","-0.052631578","0.02047860101242522","0"
"SLA","24/12/2018","46","14061","46","15846","0","1785","0","0.1269468743332622","0"
"SLA","25/12/2018","47","14867","46","15725","-1","858","-0.021276595","0.057711710499764576","0"
"SLA","26/12/2018","62","19917","58","19325","-4","-592","-0.064516129","-0.029723351910428276","0"
"SLA","27/12/2018","55","15725","49","16148","-6","423","-0.109090909","0.026899841017488078","1"
"SLA","28/12/2018","59","18052","57","19275","-2","1223","-0.033898305","0.06774872590294705","0"
"SLA","29/12/2018","56","17671","55","18951","-1","1280","-0.017857142","0.07243506309773075","0"
"SLA","30/12/2018","57","18163","52","17691","-5","-472","-0.087719298","-0.025986896437813135","0"
"SLA","31/12/2018","57","17334","57","19103","0","1769","0","0.10205376716280143","0"
"SLA","1/1/2019","50","16922","50","17005","0","83","0","0.004904857581846118","0"
"SLA","2/1/2019","62","19778","62","20653","0","875","0","0.04424107594296693","0"
"SLA","3/1/2019","60","19364","59","19453","-1","89","-0.016666666","0.004596157818632514","0"
"SLA","4/1/2019","62","20069","59","19322","-3","-747","-0.048387096","-0.03722158552992177","0"
"SLA","5/1/2019","61","16896","59","17650","-2","754","-0.032786885","0.04462594696969697","0"
"SLA","6/1/2019","61","19743","60","20629","-1","886","-0.016393442","0.04487666514714076","0"
"SLA","7/1/2019","43","13404","43","13780","0","376","0","0.028051327961802448","0"
"SLA","8/1/2019","52","14593","52","114388","0","99795","0","6.838552730761324","0"
"SLA","9/1/2019","61","16295","61","17644","0","1349","0","0.08278613071494323","0"
"SLA","10/1/2019","62","17172","62","18531","0","1359","0","0.07914046121593292","0"
"SLA","11/1/2019","61","16131","61","20231","0","4100","0","0.25416899138305127","0"
"SLA","12/1/2019","59","17723","59","19372","0","1649","0","0.0930429385544208","0"
"SLA","13/1/2019","42","13093","42","13900","0","807","0","0.06163598869624991","0"
"SLA","14/1/2019","37","11395","36","11759","-1","364","-0.027027027","0.031943835015357615","0"
"SLA","15/1/2019","44","12790","42","118698","-2","105908","-0.045454545","8.280531665363565","0"
"SLA","16/1/2019","52","15209","51","121824","-1","106615","-0.019230769","7.00999408245118","0"
"SLA","17/1/2019","58","17087","58","243882","0","226795","0","13.272956048457893","0"
"SLA","18/1/2019","59","17822","59","245050","0","227228","0","12.749859723936707","0"
"SLA","19/1/2019","58","16874","57","243974","-1","227100","-0.017241379","13.458575322982103","0"
"SLA","20/1/2019","61","17675","60","137978","-1","120303","-0.016393442","6.806393210749646","0"
"SLA","21/1/2019","46","11999","46","132808","0","120809","0","10.068255687973998","0"
"SLA","22/1/2019","49","13570","49","1149984","0","1136414","0","83.7445836403832","0"
"SLA","23/1/2019","54","15169","54","449770","0","434601","0","28.650603203902698","0"
"SLA","24/1/2019","60","16290","59","17237","-1","947","-0.016666666","0.058133824432166976","0"
"SLA","25/1/2019","62","16567","60","20651","-2","4084","-0.032258064","0.24651415464477575","0"
"SLA","26/1/2019","54","16418","52","17128","-2","710","-0.037037037","0.04324521866244366","0"
"SLA","27/1/2019","39","11345","38","11837","-1","492","-0.025641025","0.04336712208021155","0"
"SLA","28/1/2019","41","12462","40","13513","-1","1051","-0.024390243","0.08433638260311346","0"
"SLA","29/1/2019","41","12836","39","13143","-2","307","-0.048780487","0.023917108133374883","0"
"SLA","30/1/2019","48","13255","45","14578","-3","1323","-0.0625","0.0998113919275745","0"
"SLA","31/1/2019","55","15656","54","16739","-1","1083","-0.018181818","0.0691747572815534","0"
"SLA","1/2/2019","62","15116","62","19782","0","4666","0","0.30867954485313576","0"
"SLA","2/2/2019","52","14190","51","15183","-1","993","-0.019230769","0.06997885835095137","0"
"SLA","3/2/2019","45","12872","44","132235","-1","119363","-0.022222222","9.273073337476694","0"
"SLA","4/2/2019","60","15070","59","135021","-1","119951","-0.016666666","7.959588586595886","0"
"SLA","5/2/2019","53","15312","50","15324","-3","12","-0.056603773","0.0007836990595611285","0"
"SLA","6/2/2019","51","14963","52","16422","1","1459","0.019607843","0.09750718438815746","0"
"SLA","7/2/2019","62","16609","63","18339","1","1730","0.016129032","0.10416039496658439","0"
"SLA","8/2/2019","52","14840","55","19215","3","4375","0.057692307","0.294811320754717","0"
"SLA","9/2/2019","38","11679","38","12434","0","755","0","0.06464594571453035","0"
"SLA","10/2/2019","47","15196","48","14586","1","-610","0.021276595","-0.04014214266912346","0"
"SLA","11/2/2019","40","11628","42","12295","2","667","0.05","0.05736154110767114","0"
"SLA","12/2/2019","52","15542","55","17130","3","1588","0.057692307","0.10217475228413332","0"
"SLA","13/2/2019","56","15314","57","66661","1","51347","0.017857142","3.352945017630926","0"
"SLA","14/2/2019","62","17879","65","19548","3","1669","0.048387096","0.09334973991833995","0"
"SLA","15/2/2019","57","16574","60","107376","3","90802","0.052631578","5.478580909858815","0"
"SLA","16/2/2019","57","17590","60","19888","3","2298","0.052631578","0.1306424104604889","0"
"SLA","17/2/2019","45","14168","45","15307","0","1139","0","0.08039243365330322","0"
"SLA","18/2/2019","44","12498","49","14252","5","1754","0.113636363","0.14034245479276683","1"
"SLA","19/2/2019","48","10873","57","17203","9","6330","0.1875","0.5821760323737699","1"
"SLA","20/2/2019","57","16474","62","19125","5","2651","0.087719298","0.1609202379507102","0"
"SLA","21/2/2019","57","15383","62","18494","5","3111","0.087719298","0.2022362348046545","0"
"SLA","22/2/2019","45","11524","47","104813","2","93289","0.044444444","8.095192641443942","0"
"SLA","23/2/2019","60","18103","62","19898","2","1795","0.033333333","0.09915483621499199","0"
"SLA","24/2/2019","48","14348","50","15688","2","1340","0.041666666","0.09339280735991079","0"
"SLA","25/2/2019","34","9457","36","9734","2","277","0.058823529","0.029290472665750238","0"
"SLA","26/2/2019","39","10912","39","10762","0","-150","0","-0.01374633431085044","0"
"SLA","27/2/2019","49","13426","56","14718","7","1292","0.142857142","0.0962311932072099","1"
"SLA","28/2/2019","40","11948","45","12505","5","557","0.125","0.046618680950786744","1"
"SLA","1/3/2019","57","16632","58","173510","1","156878","0.017543859","9.432299182299182","0"
"SLA","2/3/2019","61","17405","63","214019","2","196614","0.032786885","11.296409077851193","0"
"SLA","3/3/2019","55","14601","58","16954","3","2353","0.054545454","0.16115334566125608","0"
"SLA","4/3/2019","42","10810","46","12781","4","1971","0.095238095","0.18233117483811287","0"
"SLA","5/3/2019","51","13489","56","126880","5","113391","0.098039215","8.406182815627549","0"
"SLA","6/3/2019","54","14096","57","16719","3","2623","0.055555555","0.18608115777525538","0"
"SLA","7/3/2019","45","12100","45","101363","0","89263","0","7.377107438016529","0"
"SLA","8/3/2019","62","17607","65","21694","3","4087","0.048387096","0.23212358720963253","0"
"SLA","9/3/2019","56","16313","62","286552","6","270239","0.107142857","16.56586771286704","1"
"SLA","10/3/2019","49","14603","51","16313","2","1710","0.040816326","0.11709922618640005","0"
"SLA","11/3/2019","48","14283","51","16049","3","1766","0.0625","0.12364349226353007","0"
"SLA","12/3/2019","43","13641","45","13972","2","331","0.046511627","0.024265083205043617","0"
"SLA","13/3/2019","46","13050","50","15650","4","2600","0.086956521","0.19923371647509577","0"
"SLA","14/3/2019","44","11582","43","101363","-1","89781","-0.022727272","7.751769987912278","0"
"SLA","15/3/2019","59","16886","59","137450","0","120564","0","7.139879189861424","0"
"SLA","16/3/2019","55","16491","59","417347","4","400856","0.072727272","24.307561700321386","0"
"SLA","17/3/2019","54","15975","56","137784","2","121809","0.037037037","7.624976525821596","0"
"SLA","18/3/2019","34","9799","36","219990","2","210191","0.058823529","21.45025002551281","0"
"SLA","19/3/2019","31","9279","31","9849","0","570","0","0.061429033301002266","0"
"SLA","20/3/2019","62","17891","60","17904","-2","13","-0.032258064","0.0007266223240735565","0"
"SLA","21/3/2019","62","17502","63","18079","1","577","0.016129032","0.032967660838761285","0"
"SLA","22/3/2019","40","12615","45","103317","5","90702","0.125","7.190011890606421","1"
"SLA","23/3/2019","44","13149","47","171355","3","158206","0.068181818","12.031789489695035","0"
"SLA","24/3/2019","29","8175","30","7823","1","-352","0.034482758","-0.04305810397553517","0"
"SLA","25/3/2019","24","7149","24","7246","0","97","0","0.013568331235137782","0"
"SLA","26/3/2019","40","11470","40","11951","0","481","0","0.041935483870967745","0"
"SLA","27/3/2019","41","11141","41","118040","0","106899","0","9.595099183197199","0"
"SLA","28/3/2019","50","15023","51","121981","1","106958","0.02","7.119616587898555","0"
"SLA","29/3/2019","39","11255","42","532342","3","521087","0.076923076","46.2982674366948","0"
"SLA","30/3/2019","31","8820","32","642682","1","633862","0.032258064","71.86643990929706","0"
"SLA","31/3/2019","20","5051","20","5872","0","821","0","0.16254207087705405","0"
"SLA","1/4/2019","39","7926","42","9588","3","1662","0.076923076","0.20968962906888722","0"
"SLA","2/4/2019","40","9803","46","163691","6","153888","0.15","15.698051616851984","1"
"SLA","3/4/2019","44","10189","46","1968283","2","1958094","0.045454545","192.17724997546372","0"
"SLA","4/4/2019","45","11251","46","1879875","1","1868624","0.022222222","166.0851479868456","0"
"SLA","5/4/2019","40","11431","41","173085","1","161654","0.025","14.141719884524539","0"
"SLA","6/4/2019","50","13418","52","574094","2","560676","0.04","41.785362945297365","0"
"SLA","7/4/2019","54","13362","56","267581","2","254219","0.037037037","19.02552013171681","0"
"SLA","8/4/2019","41","9801","42","309520","1","299719","0.024390243","30.58045097439037","0"
"SLA","9/4/2019","35","8806","33","232099","-2","223293","-0.057142857","25.35691573926868","0"
"SLA","10/4/2019","42","12056","41","12463","-1","407","-0.023809523","0.03375912408759124","0"
"SLA","11/4/2019","48","12370","48","536618","0","524248","0","42.38059822150364","0"
"SLA","12/4/2019","45","11990","47","682038","2","670048","0.044444444","55.883903252710596","0"
"SLA","13/4/2019","57","15523","58","1390811","1","1375288","0.017543859","88.59679185724409","0"
"SLA","14/4/2019","30","8070","31","8717","1","647","0.033333333","0.0801734820322181","0"
"SLA","15/4/2019","27","7439","28","8516","1","1077","0.037037037","0.14477752386073398","0"
"SLA","16/4/2019","24","6329","24","6832","0","503","0","0.07947543055775004","0"
"SLA","17/4/2019","26","6825","26","7353","0","528","0","0.07736263736263736","0"
"SLA","18/4/2019","26","6175","26","310730","0","304555","0","49.320647773279354","0"
"SLA","19/4/2019","28","6174","29","7448","1","1274","0.035714285","0.20634920634920634","0"
"SLA","20/4/2019","48","13135","49","450505","1","437370","0.020833333","33.29805862200229","0"
"SLA","21/4/2019","57","13424","57","967015","0","953591","0","71.03627830750894","0"
"SLA","22/4/2019","41","9077","41","962691","0","953614","0","105.0582791671257","0"
"SLA","23/4/2019","36","8037","36","643319","0","635282","0","79.04466840861018","0"
